State,Agency Type,Agency Name,Population1,"Total
Offenses","Crimes
Against
Persons","Crimes
Against
Property","Crimes
Against
Society","Assault
Offenses","Aggravated
Assault","Simple
Assault",Intimidation,"Homicide
Offenses","Murder and
Nonnegligent
Manslaughter","Negligent
Man-
slaughter","Justifiable
Homicide","Human
Trafficking
Offenses","Commercial
Sex Acts","Involuntary
Servitude","Kidnapping/
Abduction","Sex
Offenses",Rape,Sodomy,"Sexual
Assault
With an
Object","Criminal
Sexual
Contact2",Incest,"Statutory
Rape",Arson,Bribery,"Burglary/
Breaking &
Entering","Counter-
feiting/
Forgery","Destruction/
Damage/
Vandalism
of Property","Embezzle-
ment","Extortion/
Blackmail","Fraud
Offenses","False
Pretenses/
Swindle/
Confidence
Game","Credit
Card/
Automated
Teller
Machine
Fraud","Imper-
sonation","Welfare
Fraud","Wire
Fraud","Identity 
Theft","Hacking/
Computer 
Invasion","Larceny/
Theft
Offenses","Pocket-
picking","Purse-
snatching","Shop-
lifting","Theft
From
Building","Theft
From
Coin Op-
erated
Machine
or Device","Theft
From
Motor
Vehicle","Theft of 
Motor 
Vehicle
Parts or
Acces-
sories","All
Other
Larceny","Motor
Vehicle
Theft",Robbery,"Stolen
Property
Offenses","Animal 
Cruelty","Drug/
Narcotic
Offenses","Drug/
Narcotic
Violations","Drug
Equipment
Violations","Gambling
Offenses","Betting/
Wagering","Operating/
Promoting/
Assisting
Gambling","Gambling
Equipment
Violations","Sports
Tampering","Por-
nography/
Obscene
Material","Pros-
titution
Offenses","Pros-
titution","Assisting or
Promoting
Prostitution","Purchasing
Prostitution","Weapon
Law
Violations"
MINNESOTA,City,Albert Lea,"18,194",744,171,493,80,160,31,105,24,0,0,0,0,0,0,0,3,8,2,0,0,6,0,0,1,0,59,7,151,0,1,44,15,9,0,0,14,6,0,198,0,1,43,28,0,45,2,79,21,5,6,2,63,62,1,0,0,0,0,0,2,0,0,0,0,13
MINNESOTA,City,Alexandria,"15,136",552,168,328,56,145,32,90,23,0,0,0,0,0,0,0,0,23,11,0,0,12,0,0,0,0,16,14,39,1,0,38,23,5,1,0,3,5,1,207,1,1,109,15,0,11,2,68,7,1,5,1,46,46,0,0,0,0,0,0,4,0,0,0,0,5
MINNESOTA,City,Annandale,"3,451",49,10,33,6,7,0,5,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,4,0,0,5,3,2,0,0,0,0,0,20,0,0,3,0,0,0,1,16,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3
MINNESOTA,City,Anoka,"18,022",684,187,433,64,172,35,119,18,0,0,0,0,1,1,0,0,14,5,0,0,9,0,0,5,0,36,13,83,0,0,94,30,23,7,4,4,26,0,168,2,1,24,18,1,34,2,86,12,4,18,1,43,43,0,0,0,0,0,0,4,0,0,0,0,16
MINNESOTA,City,Appleton,"1,358",9,4,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Apple Valley,"55,028","2,057",463,"1,472",122,416,98,164,154,0,0,0,0,1,1,0,4,42,10,1,0,31,0,0,0,0,55,45,169,3,3,305,134,78,7,0,16,70,0,824,6,1,477,99,0,72,13,156,45,9,14,5,69,68,1,0,0,0,0,0,23,1,0,0,1,24
MINNESOTA,City,Arlington,"2,326",20,5,12,3,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
MINNESOTA,City,Atwater,"1,073",4,2,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MINNESOTA,City,Audubon,561,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Austin,"26,160","1,189",389,721,79,324,38,230,56,0,0,0,0,0,0,0,10,55,11,0,0,43,1,0,3,0,44,15,175,1,1,92,56,20,0,2,0,14,0,347,0,1,142,23,0,35,5,141,31,6,6,3,47,47,0,0,0,0,0,0,13,0,0,0,0,16
MINNESOTA,City,Avon,"1,713",25,7,16,2,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,0,0,0,0,1,0,5,0,0,1,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Babbitt,"1,370",22,14,3,5,13,1,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Bagley,"1,311",26,6,6,14,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,1,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Barnesville,"2,767",26,8,17,1,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,1,0,0,0,0,0,7,0,0,0,3,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Battle Lake,929,7,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Baxter,"9,249",496,86,351,59,74,11,37,26,0,0,0,0,0,0,0,3,9,5,0,0,4,0,0,0,0,7,4,28,1,0,30,15,4,1,0,1,9,0,277,0,0,225,11,0,17,1,23,1,0,3,0,48,47,1,0,0,0,0,0,2,0,0,0,0,9
MINNESOTA,City,Bayport,"3,712",36,6,28,2,5,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,10,6,1,0,0,1,2,0,15,0,0,3,1,0,2,1,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Becker,"5,132",70,25,37,8,22,2,15,5,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,3,5,0,1,10,4,1,0,0,0,5,0,14,0,0,2,0,0,1,1,10,0,0,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,2
MINNESOTA,City,Belgrade/Brooten,"1,380",13,6,7,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Belle Plaine,"7,433",135,50,66,19,39,4,18,17,1,0,0,1,0,0,0,1,9,4,1,1,3,0,0,1,0,4,4,12,0,0,18,14,3,0,0,0,1,0,24,0,0,7,0,0,5,0,12,2,0,1,1,10,10,0,0,0,0,0,0,2,0,0,0,0,6
MINNESOTA,City,Bemidji,"15,853","1,828",530,"1,110",188,459,86,264,109,0,0,0,0,0,0,0,3,68,32,1,0,35,0,0,3,0,60,33,201,1,1,105,35,34,2,0,1,30,3,656,5,7,322,50,0,112,3,157,29,13,8,7,134,130,4,0,0,0,0,0,15,0,0,0,0,32
MINNESOTA,City,Benson,"3,425",34,21,7,6,18,7,7,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Big Lake,"12,904",177,63,89,25,46,8,26,12,0,0,0,0,0,0,0,1,16,8,1,0,7,0,0,0,0,5,4,12,1,0,26,10,8,0,0,0,6,2,38,0,0,6,10,0,4,5,13,3,0,0,1,16,15,1,0,0,0,0,0,4,0,0,0,0,4
MINNESOTA,City,Blackduck,810,12,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,3,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Blaine,"74,913","2,161",279,"1,631",251,242,43,155,44,4,2,2,0,0,0,0,0,33,11,0,1,21,0,0,4,0,78,46,179,1,4,323,118,63,49,2,11,77,3,910,6,7,565,31,0,85,15,201,54,10,22,4,192,192,0,0,0,0,0,0,18,1,0,0,1,36
MINNESOTA,City,Bloomington,"86,598","5,508",771,"4,077",660,656,186,360,110,2,1,1,0,6,6,0,9,98,40,7,1,50,0,0,13,0,193,77,380,2,7,479,139,185,4,1,15,133,2,"2,634",33,20,"1,789",140,0,200,81,371,194,36,62,5,512,510,2,0,0,0,0,0,22,3,1,0,2,118
MINNESOTA,City,Blue Earth,"3,161",46,30,13,3,26,10,12,4,0,0,0,0,0,0,0,0,4,1,0,1,2,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
MINNESOTA,City,Braham,"1,792",4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Brainerd,"14,615","1,106",391,580,135,361,49,228,84,0,0,0,0,0,0,0,2,28,9,1,0,18,0,0,1,0,28,14,179,4,0,105,60,18,0,0,11,16,0,227,1,2,63,43,0,38,2,78,7,6,9,4,102,100,2,0,0,0,0,0,6,0,0,0,0,23
MINNESOTA,City,Breckenridge,"3,301",102,63,24,15,59,17,31,11,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,10,0,0,4,0,1,0,0,1,2,0,7,0,0,0,0,0,1,1,5,2,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,7
MINNESOTA,City,Breezy Point,"2,814",24,11,4,9,11,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2
MINNESOTA,City,Breitung Township,526,18,2,15,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Brooklyn Center,"31,058","2,092",512,"1,456",124,446,116,273,57,1,0,1,0,1,1,0,5,59,30,5,0,24,0,0,2,0,109,30,301,4,4,131,39,50,1,0,3,38,0,530,7,1,239,40,0,123,14,106,230,61,54,1,60,60,0,0,0,0,0,0,6,0,0,0,0,57
MINNESOTA,City,Brooklyn Park,"80,665","4,894","1,414","3,252",228,"1,297",135,920,242,5,4,1,0,0,0,0,11,101,27,6,5,63,0,0,9,0,215,37,658,1,12,450,226,134,5,0,0,84,1,"1,488",0,0,674,254,0,193,80,287,306,61,15,7,67,67,0,0,0,0,0,0,21,1,0,1,0,132
MINNESOTA,City,Brownton,708,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Buffalo,"16,627",143,35,98,10,30,7,19,4,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,4,5,18,0,0,4,2,1,0,0,0,1,0,66,0,0,13,0,0,1,0,52,1,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Buffalo Lake,630,5,5,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Burnsville,"64,860","2,349",441,"1,826",82,374,94,168,112,5,5,0,0,0,0,0,5,57,25,4,0,28,0,0,2,0,66,34,272,2,9,247,93,71,2,0,11,70,0,"1,083",3,0,431,47,0,206,53,343,82,11,18,2,31,30,1,0,0,0,0,0,11,0,0,0,0,38
MINNESOTA,City,Caledonia,"2,775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Callaway,183,8,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Cambridge,"10,802",332,69,249,14,67,5,29,33,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,6,43,0,0,13,11,1,1,0,0,0,0,177,1,0,109,18,0,14,2,33,6,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,2
MINNESOTA,City,Canby,"1,681",18,11,6,1,9,0,2,7,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Cannon Falls,"4,196",121,26,87,8,25,5,14,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,23,0,0,15,7,3,0,0,0,5,0,35,0,0,4,12,0,7,2,10,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,2
MINNESOTA,City,Centennial Lakes,"12,219",200,44,136,20,40,6,17,17,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,1,0,7,4,19,0,0,20,10,6,2,0,1,1,0,78,4,0,25,10,0,11,4,24,5,1,1,1,10,10,0,0,0,0,0,0,2,0,0,0,0,7
MINNESOTA,City,Champlin,"22,532",565,108,411,46,90,14,49,27,0,0,0,0,2,2,0,1,15,9,2,0,4,0,0,2,0,24,11,49,3,0,81,39,20,1,0,0,21,0,219,1,3,105,7,0,16,5,82,14,1,7,0,26,26,0,0,0,0,0,0,2,0,0,0,0,18
MINNESOTA,City,Chaska,"29,431",501,122,355,24,116,20,84,12,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,2,0,22,14,62,0,4,79,7,16,0,0,38,18,0,154,0,0,61,32,0,27,1,33,13,1,4,0,15,15,0,0,0,0,0,0,5,0,0,0,0,4
MINNESOTA,City,Chatfield,"2,991",3,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Chisholm,"4,663",173,52,115,6,46,9,27,10,0,0,0,0,0,0,0,1,5,2,0,0,3,0,0,0,0,4,1,30,1,0,5,2,1,2,0,0,0,0,62,0,1,11,6,0,5,1,38,6,2,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Clearbrook,466,3,3,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Cleveland,773,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Cloquet,"12,570",240,111,90,39,108,20,64,24,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,20,0,0,1,0,0,0,0,0,1,0,61,0,0,42,0,0,3,2,14,2,0,0,1,26,26,0,0,0,0,0,0,0,0,0,0,0,12
MINNESOTA,City,Cold Spring/Richmond,"5,797",111,35,63,13,30,6,19,5,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,1,3,12,0,1,14,9,3,0,0,1,1,0,29,0,0,7,7,0,10,1,4,3,0,0,1,9,9,0,0,0,0,0,0,1,0,0,0,0,2
MINNESOTA,City,Columbia Heights,"23,341","1,080",194,818,68,169,42,95,32,0,0,0,0,0,0,0,1,24,13,3,0,8,0,0,2,0,40,20,143,0,0,90,38,29,13,0,2,8,0,381,9,3,89,47,0,98,6,129,107,17,18,2,40,40,0,0,0,0,0,0,1,0,0,0,0,25
MINNESOTA,City,Coon Rapids,"63,308","2,125",373,"1,588",164,305,85,174,46,5,4,1,0,0,0,0,6,57,26,3,0,28,0,0,7,0,108,32,211,2,4,257,105,69,36,2,10,35,0,835,7,7,435,55,0,89,36,206,91,17,24,7,99,99,0,2,0,1,1,0,19,0,0,0,0,37
MINNESOTA,City,Corcoran,"8,276",70,5,60,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,10,4,0,0,0,4,0,2,38,0,0,0,1,0,5,0,32,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2
MINNESOTA,City,Cottage Grove,"43,131",712,101,548,63,89,6,60,23,0,0,0,0,0,0,0,0,12,7,0,0,5,0,0,0,0,26,22,80,2,10,115,45,30,0,0,5,35,0,257,3,1,128,18,0,42,8,57,18,4,14,2,45,45,0,0,0,0,0,0,5,0,0,0,0,11
MINNESOTA,City,Crookston,"7,205",326,139,136,51,104,19,66,19,2,0,0,2,0,0,0,2,31,11,0,0,20,0,0,1,0,15,6,44,1,0,11,4,2,2,0,0,3,0,46,0,1,10,9,0,12,1,13,12,0,0,1,40,38,2,0,0,0,0,0,6,0,0,0,0,4
MINNESOTA,City,Crosby,"2,354",25,12,7,6,11,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1
MINNESOTA,City,Crosslake,"2,442",30,7,19,4,6,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,3,1,0,0,0,2,0,0,12,0,0,1,2,0,1,3,5,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Crystal,"21,477","1,003",180,774,49,160,43,84,33,1,1,0,0,0,0,0,0,19,3,1,1,14,0,0,3,0,37,11,123,3,2,124,48,41,4,0,4,27,0,400,16,6,199,68,0,45,9,57,44,11,16,4,27,27,0,0,0,0,0,0,3,0,0,0,0,15
MINNESOTA,City,Cuyuna,331,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Dawson/Boyd,"1,564",26,13,11,2,13,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Dayton,"11,273",116,34,76,6,31,1,12,18,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,5,1,16,1,0,8,4,1,0,0,0,3,0,40,0,1,5,15,0,4,1,14,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3
MINNESOTA,City,Deephaven,"3,691",38,11,24,3,11,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,3,1,0,0,0,1,0,11,0,0,0,1,0,3,1,6,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
MINNESOTA,City,Deer River,903,23,6,16,1,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,11,0,0,4,5,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Deerwood,578,13,13,0,0,13,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Detroit Lakes,"9,969",297,67,205,25,55,12,33,10,0,0,0,0,0,0,0,0,12,2,1,1,8,0,0,1,0,22,8,28,0,0,9,4,3,0,1,0,1,0,128,0,0,87,13,0,6,3,19,4,1,4,0,20,20,0,0,0,0,0,0,2,0,0,0,0,3
MINNESOTA,City,Dilworth,"4,828",476,47,390,39,43,9,27,7,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,0,25,2,37,0,0,33,12,9,11,0,0,1,0,272,0,0,236,1,0,4,0,31,9,1,10,0,33,33,0,0,0,0,0,0,0,0,0,0,0,6
MINNESOTA,City,Duluth,"88,003","4,979",840,"3,845",294,727,114,479,134,8,7,1,0,1,1,0,17,87,31,5,5,46,0,0,22,0,244,37,636,0,2,448,140,204,54,1,8,36,5,"2,279",3,5,782,34,2,782,44,627,108,33,36,5,196,196,0,0,0,0,0,0,19,0,0,0,0,74
MINNESOTA,City,Dundas,"1,774",44,10,32,2,9,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,0,0,10,3,4,1,0,0,2,0,14,0,0,6,0,0,5,0,3,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
MINNESOTA,City,Eagan,"66,956","2,102",226,"1,770",106,187,48,93,46,0,0,0,0,0,0,0,1,38,12,4,1,21,0,0,0,0,100,67,183,2,4,298,106,93,3,0,17,79,0,"1,040",26,17,521,131,0,152,28,165,49,4,23,2,73,73,0,0,0,0,0,0,7,0,0,0,0,24
MINNESOTA,City,East Grand Forks,"8,859",132,35,54,43,34,10,11,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,0,1,0,1,0,0,0,0,0,17,0,0,1,6,0,6,1,3,4,0,1,0,41,41,0,0,0,0,0,0,0,0,0,0,0,2
MINNESOTA,City,East Range,"3,634",4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Eden Prairie,"61,511","1,657",222,"1,313",122,181,21,86,74,1,1,0,0,2,2,0,5,33,13,4,1,15,0,0,2,0,43,27,217,1,2,240,81,57,0,0,0,102,0,721,2,4,436,47,0,94,4,134,28,5,27,1,83,83,0,0,0,0,0,0,6,0,0,0,0,32
MINNESOTA,City,Eden Valley,"1,072",14,9,2,3,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Edina,"53,347","1,506",171,"1,212",123,161,30,88,43,0,0,0,0,0,0,0,0,10,1,2,1,6,0,0,2,0,128,18,119,0,0,182,51,62,47,0,2,20,0,614,1,0,271,36,0,133,19,154,94,5,50,0,106,106,0,0,0,0,0,0,3,0,0,0,0,14
MINNESOTA,City,Elko New Market,"5,126",2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Elk River,"27,826",797,173,537,87,147,14,82,51,0,0,0,0,0,0,0,1,25,5,3,1,15,1,0,0,0,44,13,109,4,6,116,64,15,1,0,13,23,0,224,0,0,52,47,0,62,9,54,14,2,5,1,44,44,0,0,0,0,0,0,6,0,0,0,0,36
MINNESOTA,City,Ely,"3,211",75,25,44,6,24,4,9,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,11,0,0,3,3,0,0,0,0,0,0,20,0,0,1,1,0,1,0,17,1,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,1
MINNESOTA,City,Eveleth,"3,417",199,61,130,8,57,7,33,17,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,17,1,36,0,0,12,7,2,1,0,0,2,0,54,2,1,7,6,0,7,1,30,8,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2
MINNESOTA,City,Fairfax,"1,202",26,17,8,1,17,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,4,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,City,Fairmont,"10,173",441,141,260,40,129,24,83,22,0,0,0,0,0,0,0,1,11,6,0,0,5,0,0,0,0,13,17,71,1,0,24,10,6,0,0,1,7,0,123,1,1,35,9,0,15,0,62,8,1,2,1,17,17,0,0,0,0,0,0,4,0,0,0,0,18
MINNESOTA,City,Faribault,"24,708",783,232,467,84,202,59,111,32,1,1,0,0,0,0,0,4,25,8,6,0,11,0,0,1,0,25,23,69,0,1,77,31,16,1,0,5,23,1,254,3,0,111,30,0,51,7,52,7,2,8,2,58,58,0,0,0,0,0,0,9,0,0,0,0,15
MINNESOTA,City,Farmington,"23,995",355,109,221,25,96,9,61,26,0,0,0,0,0,0,0,2,11,8,1,0,2,0,0,0,0,11,8,54,0,5,70,20,18,0,0,13,18,1,66,0,0,6,4,0,8,1,47,5,1,1,1,13,13,0,0,0,0,0,0,5,0,0,0,0,6
MINNESOTA,City,Fergus Falls,"14,245",710,169,500,41,146,27,81,38,0,0,0,0,0,0,0,1,22,1,0,0,21,0,0,0,0,30,9,76,1,0,72,35,18,2,0,0,16,1,295,0,0,71,54,0,28,1,141,14,1,2,2,34,34,0,0,0,0,0,0,0,0,0,0,0,5
MINNESOTA,City,Floodwood,517,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
